"imageWrapperWrapper src","price","nameTextWithEllipsis","subText","deliveryTimeText"
"https://chaldn.com/_mpimage/transtec-bright-ww-led-bulb-screw-15-watt-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D86128&q=best&v=1&m=400&webp=1","300","Transtec Bright WW Led Bulb (Screw) 15 Watt","each","1 hr"
"https://chaldn.com/_mpimage/transtec-backup-cdl-led-bulb-pin-12-watt-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D136539&q=best&v=1&m=400&m=400&webp=1","825","Transtec Backup CDL LED Bulb (Pin) 12 Watt","each","1 hr"
"https://chaldn.com/_mpimage/transtec-bright-cdl-led-bulb-pin-15-watt-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D77725&q=best&v=1&m=400&webp=1","300","Transtec Bright CDL  Led Bulb (Pin) 15 Watt","each","1 hr"
"https://chaldn.com/_mpimage/transtec-bright-cdl-led-bulb-screw-15-watt-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D96264&q=best&v=1&m=400&webp=1","300","Transtec Bright CDL Led Bulb (Screw) 15 Watt","each","1 hr"
"https://chaldn.com/_mpimage/super-star-led-light-white-15-w-pin-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135921&q=best&v=1&m=400&webp=1","440","Super Star LED Light White 15 W (Pin)","each","1 hr"
"https://chaldn.com/_mpimage/super-star-led-light-white-18-w-pin-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135922&q=best&v=1&m=400&webp=1","525","Super Star LED Light White 18 W (Pin)","each","Next Day"
"https://chaldn.com/_mpimage/super-star-led-light-white-18-w-screw-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D135923&q=best&v=1&m=400&webp=1","525","Super Star LED Light White 18 W (Screw)","each","1 hr"
"https://chaldn.com/_mpimage/transtec-bright-cdl-b22-led-bulb-pin-18-watt-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D136544&q=best&v=1&m=400&webp=1","355","Transtec Bright CDL B22 LED Bulb (Pin) 18 Watt","each","1 hr"
"https://chaldn.com/_mpimage/transtec-green-ww-led-bulb-screw-15-watt?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D77728&q=best&v=1&m=400&webp=1","400","Transtec Green WW LED Bulb (Screw) 15 Watt","","1 hr"
"https://chaldn.com/_mpimage/transtec-green-cdl-led-bulb-pin-15-watt?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D136547&q=best&v=1&m=400&webp=1","400","Transtec Green CDL LED Bulb (Pin) 15 Watt","","1 hr"
